[my_website] Crawled: 12 URLs in 0.76 seconds
[my_website] queue size: 0
         810738 function calls (790128 primitive calls) in 3.783 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 _adapters.py:64(_native)
        2    0.000    0.000    0.000    0.000 __init__.py:119(getLevelName)
        4    0.000    0.000    0.000    0.000 __init__.py:919(release)
        1    0.000    0.000    0.000    0.000 argparse.py:1832(parse_args)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:147(GraphMatcher)
        1    0.000    0.000    0.000    0.000 interfaces.py:149(IAttribute)
        1    0.000    0.000    0.000    0.000 lambdas.py:1106(AnalyzedFunction)
        2    0.000    0.000    0.000    0.000 events.py:432(patch_all_arguments)
        1    0.000    0.000    0.000    0.000 inspect.py:408(isbuiltin)
        2    0.000    0.000    0.000    0.000 adapters.py:73(__init__)
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        3    0.000    0.000    0.000    0.000 _adapters.py:15(__getattr__)
        1    0.000    0.000    0.000    0.000 visitors.py:74(_CompilerDispatchType)
        1    0.000    0.000    0.000    0.000 functions.py:1752(count)
        1    0.000    0.000    0.000    0.000 reportviews.py:178(__init__)
        1    0.000    0.000    0.000    0.000 _base_connection.py:12(ProxyConfig)
        1    0.000    0.000    0.000    0.000 dataclasses.py:842(_hash_add)
        1    0.000    0.000    0.000    0.000 tasks.py:655(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 _immutables_map.py:50(BitmapNode)
        1    0.000    0.000    0.000    0.000 text.py:24(AsciiBaseGlyphs)
        1    0.000    0.000    0.000    0.000 cookies.py:103(MockResponse)
        1    0.000    0.000    0.000    0.000 __init__.py:644(_MethodFunc)
        1    0.000    0.000    0.000    0.000 compiler.py:378(_ResultMapAppender)
        1    0.000    0.000    0.000    0.000 response.py:225(BytesQueueBuffer)
        1    0.000    0.000    0.000    0.000 _base_connection.py:19(_ResponseOptions)
        3    0.000    0.000    0.000    0.000 sqltypes.py:866(__init__)
        1    0.000    0.000    0.000    0.000 _collections.py:291(WeakSequence)
        1    0.000    0.000    0.000    0.000 __init__.py:1584(CheckboxValues)
        1    0.000    0.000    0.000    0.000 unix_events.py:1326(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 functions.py:1940(percentile_disc)
        1    0.000    0.000    0.000    0.000 agraph.py:1888(Edge)
        1    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 base.py:157(_EntityNamespace)
        2    0.000    0.000    0.000    0.000 sqltypes.py:1293(__init__)
        2    0.000    0.000    0.000    0.000 compiler.py:1328(_init_compiler_cls)
        1    0.000    0.000    0.000    0.000 decoder.py:938(_load_array_isstrarray)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {built-in function sys.set_asyncgen_hooks}
        1    0.000    0.000    0.000    0.000 _imap.py:43(IMapUnordered)
        3    0.000    0.000    0.000    0.000 __init__.py:1395(check_hostname)
        1    0.000    0.000    0.000    0.000 sqltypes.py:728(_RenderISO8601NoT)
        1    0.000    0.000    0.000    0.000 datetime.py:48(_is_leap)
        1    0.000    0.000    0.000    0.000 operators.py:2518(_OpLimit)
        1    0.000    0.000    0.000    0.000 __init__.py:1375(minimum_version)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2068(__init__)
       16    0.000    0.000    0.000    0.000 inspect.py:2740(annotation)
        2    0.000    0.000    0.000    0.000 {method 'maketrans' of 'type' objects}
        5    0.000    0.000    0.000    0.000 base.py:725(plugin_for)
        1    0.000    0.000    0.000    0.000 threadpool.py:569(_FakeAsync)
        1    0.000    0.000    0.000    0.000 result.py:404(_NoRow)
        1    0.000    0.000    0.000    0.000 selectors.py:269(close)
        3    0.000    0.000    0.000    0.000 function.py:1252(<genexpr>)
        1    0.000    0.000    0.000    0.000 _threading.py:39(_Condition)
        2    0.000    0.000    0.000    0.000 argparse.py:2207(_parse_optional)
        1    0.000    0.000    0.000    0.000 events.py:781(new_event_loop)
        1    0.000    0.000    0.000    0.000 events.py:141(IPeriodicMonitorThread)
        1    0.000    0.000    0.000    0.000 __init__.py:203(ErrState)
        1    0.000    0.000    0.000    0.000 queues.py:219(PriorityQueue)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:722(SupportsBytes)
        1    0.000    0.000    0.000    0.000 frozen _structseq:68(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:114(_NoneName)
        1    0.000    0.000    0.000    0.000 watcher.py:183(timer)
        1    0.000    0.000    0.000    0.000 type_api.py:90(_BindProcessorType)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 threadpool.py:554(_apply_immediately)
        1    0.000    0.000    0.000    0.000 _socketcommon.py:555(setsockopt)
        1    0.000    0.000    0.000    0.000 selectable.py:2178(_ColumnsPlusNames)
        1    0.000    0.000    0.000    0.000 corecffi.py:314(_setup_for_run_callback)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 unix_events.py:1415(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 __init__.py:704(HtmlElementClassLookup)
        1    0.000    0.000    0.000    0.000 _threading.py:126(Queue)
        1    0.000    0.000    0.000    0.000 agraph.py:1158(is_strict)
        1    0.000    0.000    0.000    0.000 calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 type_api.py:85(_LiteralProcessorType)
        1    0.000    0.000    0.000    0.000 unix_events.py:812(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 watcher.py:520(SignalMixin)
        1    0.000    0.000    0.000    0.000 graphml.py:838(GraphMLReader)
        1    0.000    0.000    0.000    0.000 idna.py:251(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 netrc.py:22(netrc)
        1    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 cache_key.py:51(CacheConst)
       10    0.000    0.000    0.000    0.000 {method 'lower' of 'FoldedCase' objects}
        1    0.000    0.000    0.000    0.000 sqltypes.py:126(Comparator)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        3    0.000    0.000    0.000    0.000 base_events.py:651(stop)
        1    0.000    0.000    0.000    0.000 threading.py:276(_acquire_restore)
        1    0.000    0.000    0.000    0.000 abc.py:422(TraversableResources)
        1    0.000    0.000    0.000    0.000 compiler.py:7135(StrSQLTypeCompiler)
        1    0.000    0.000    0.000    0.000 _hub_primitives.py:44(WaitOperationsGreenlet)
        1    0.000    0.000    0.000    0.000 util.py:586(_repr_row)
        3    0.000    0.000    0.000    0.000 attr.py:156(_adjust_fn_spec)
        1    0.000    0.000    0.000    0.000 type_api.py:1718(Comparator)
        1    0.000    0.000    0.000    0.000 sqltypes.py:1628(Comparator)
        1    0.000    0.000    0.000    0.000 interfaces.py:511(ReflectedIndex)
        1    0.000    0.000    0.000    0.000 selector_events.py:1001(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 reportviews.py:888(OutMultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 functions.py:1800(current_timestamp)
        1    0.000    0.000    0.000    0.000 __init__.py:268(<dictcomp>)
        1    0.000    0.000    0.000    0.000 interfaces.py:486(ReflectedForeignKeyConstraint)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        1    0.000    0.000    0.000    0.000 datetime.py:2220(_normalize_date)
        1    0.000    0.000    0.000    0.000 _config.py:423(FileObject)
        1    0.000    0.000    0.000    0.000 _config.py:702(ResolverTimeout)
        1    0.000    0.000    0.000    0.000 functions.py:1890(OrderedSetAgg)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 _lzma.py:408(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 _meta.py:32(SimplePath)
        1    0.000    0.000    0.000    0.000 characteristics.py:65(IsolationLevelCharacteristic)
        1    0.000    0.000    0.000    0.000 util.py:557(assert_switches)
        1    0.000    0.000    0.000    0.000 {built-in function pow}
        1    0.000    0.000    0.000    0.000 __init__.py:1225(_StderrHandler)
        1    0.000    0.000    0.000    0.000 _immutables_map.py:279(CollisionNode)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 pickle.py:276(_Unframer)
        5    0.000    0.000    0.000    0.000 inspect.py:3051(parameters)
        1    0.000    0.000    0.000    0.000 typing.py:94(GenericProtocol)
        1    0.000    0.000    0.000    0.000 connection.py:103(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(ProxyError)
        1    0.000    0.000    0.000    0.000 _interfaces.py:255(IWatcher)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1781(FileCookieJar)
        1    0.000    0.000    0.000    0.000 selectable.py:4947(_SelectFromElements)
        1    0.000    0.000    0.000    0.000 structures.py:83(LookupDict)
        1    0.000    0.000    0.000    0.000 graph.py:59(__set__)
        2    0.000    0.000    0.000    0.000 {built-in function math.log}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:527(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2162(IPv6Network)
        1    0.000    0.000    0.000    0.000 threading.py:273(_release_save)
        1    0.000    0.000    0.000    0.000 union_find.py:8(UnionFind)
        1    0.000    0.000    0.000    0.000 type_api.py:1317(UserDefinedType)
        3    0.000    0.000    0.000    0.000 inspection.py:159(_inspects)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 request.py:1080(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 _adapters.py:6(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 langhelpers.py:826(portable_instancemethod)
        1    0.000    0.000    0.000    0.000 watcher.py:227(_ClosedWatcher)
        1    0.000    0.000    0.000    0.000 preloaded.py:94(_ModuleRegistry)
        1    0.000    0.000    0.000    0.000 queue.py:691(_init)
        1    0.000    0.000    0.000    0.000 response.py:68(ContentDecoder)
        3    0.000    0.000    0.000    0.000 registry.py:256(with_wrapper)
        1    0.000    0.000    0.000    0.000 agraph.py:1170(is_directed)
        1    0.000    0.000    0.000    0.000 declarations.py:889(ClassProvides)
        1    0.000    0.000    0.000    0.000 ddl.py:1001(SchemaDropper)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1782(_hash_limit_string)
        1    0.000    0.000    0.000    0.000 _py_util.py:22(prefix_anon_map)
        1    0.000    0.000    0.000    0.000 mapped_queue.py:92(MappedQueue)
        1    0.000    0.000    0.000    0.000 _config.py:321(Resolver)
        1    0.000    0.000    0.000    0.000 degree_seq.py:757(DegreeSequenceRandomGraph)
        4    0.000    0.000    0.000    0.000 __init__.py:806(filter)
        1    0.000    0.000    0.000    0.000 watcher.py:465(IoMixin)
        1    0.000    0.000    0.000    0.000 attr.py:75(RefCollection)
        1    0.000    0.000    0.000    0.000 unix_events.py:1022(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 _semaphore.py:472(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 functions.py:1970(dense_rank)
        1    0.000    0.000    0.000    0.000 models.py:230(Request)
        8    0.000    0.000    0.000    0.000 {method '__setattr__' of 'Immutable' objects}
        1    0.000    0.000    0.000    0.000 langhelpers.py:1516(classproperty)
        8    0.000    0.000    0.000    0.000 {method '__init__' of 'Immutable' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:2233(FastLookup)
        4    0.000    0.000    0.000    0.000 typing.py:346(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _sha512.py:245(sha512)
        1    0.000    0.000    0.000    0.000 locks.py:424(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 base.py:2451(ExceptionContextImpl)
        1    0.000    0.000    0.000    0.000 interface.py:958(Attribute)
        1    0.000    0.000    0.000    0.000 _collections.py:334(PopulateDict)
        1    0.000    0.000    0.000    0.000 sessions.py:106(SessionRedirectMixin)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1109(_ListDataStream)
        1    0.000    0.000    0.000    0.000 agraph.py:2059(ItemAttribute)
        2    0.000    0.000    0.000    0.000 _semaphore.py:139(ready)
        1    0.000    0.000    0.000    0.000 events.py:162(AbstractServer)
        1    0.000    0.000    0.000    0.000 dbapi2.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:2310(_get_nargs_pattern)
        1    0.000    0.000    0.000    0.000 datetime.py:22(_cmp)
        1    0.000    0.000    0.000    0.000 cursor.py:1276(FullyBufferedCursorFetchStrategy)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 calendar.py:583(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 ssl.py:88(_contextawaresock)
        1    0.000    0.000    0.000    0.000 _concurrency_py3k.py:72(_AsyncIoGreenlet)
        2    0.000    0.000    0.000    0.000 threading.py:1129(name)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:3854(_ContextManager)
        1    0.000    0.000    0.000    0.000 interfaces.py:450(ReflectedUniqueConstraint)
        1    0.000    0.000    0.000    0.000 argparse.py:2191(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 idna.py:290(StreamWriter)
        1    0.000    0.000    0.000    0.000 streams.py:117(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 compat.py:55(FullArgSpec)
        1    0.000    0.000    0.000    0.000 elements.py:2294(TypeClause)
        1    0.000    0.000    0.000    0.000 ssl.py:136(options)
        1    0.000    0.000    0.000    0.000 datetime.py:1125(tzinfo)
        1    0.000    0.000    0.000    0.000 schema.py:5304(_NamingSchemaTD)
        1    0.000    0.000    0.000    0.000 _abstract_linkable.py:539(_init)
        1    0.000    0.000    0.000    0.000 error.py:25(SSLError)
        1    0.000    0.000    0.000    0.000 functions.py:1956(rank)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 sqltypes.py:973(__init__)
        1    0.000    0.000    0.000    0.000 impl.py:264(NullPool)
        1    0.000    0.000    0.000    0.000 __init__.py:1819(post_handshake_auth)
        1    0.000    0.000    0.000    0.000 greedy_coloring.py:386(_Node)
        1    0.000    0.000    0.000    0.000 roles.py:56(HasCacheKeyRole)
        1    0.000    0.000    0.000    0.000 _config.py:300(ByteCountSettingMixin)
        2    0.000    0.000    0.000    0.000 __init__.py:456(owner)
        2    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 abc.py:219(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 unix_events.py:1096(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(RequestError)
        1    0.000    0.000    0.000    0.000 unix_events.py:1201(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 abc.py:101(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3512(<listcomp>)
        9    0.000    0.000    0.000    0.000 watcher.py:248(_watcher_ffi_close)
        1    0.000    0.000    0.000    0.000 base.py:995(ExecutableOption)
        1    0.000    0.000    0.000    0.000 utils.py:889(default_user_agent)
        1    0.000    0.000    0.000    0.000 traversals.py:991(ColIdentityComparatorStrategy)
        1    0.000    0.000    0.000    0.000 encoder.py:129(TomlEncoder)
        1    0.000    0.000    0.000    0.000 _socketcommon.py:170(cancel_wait_ex)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3511(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:673(FromLinter)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1149(_normalize_host)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3326(TIMESTAMP)
        1    0.000    0.000    0.000    0.000 shutil.py:62(SameFileError)
        1    0.000    0.000    0.000    0.000 _hub_local.py:61(get_hub_class)
        1    0.000    0.000    0.000    0.000 __init__.py:1914(XHTMLParser)
        1    0.000    0.000    0.000    0.000 ddl.py:332(DDL)
        1    0.000    0.000    0.000    0.000 retry.py:31(RequestHistory)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        2    0.000    0.000    0.000    0.000 {built-in function delattr}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 langhelpers.py:1537(hybridproperty)
        1    0.000    0.000    0.000    0.000 coreviews.py:164(UnionAdjacency)
        1    0.000    0.000    0.000    0.000 response.py:186(MultiDecoder)
        1    0.000    0.000    0.000    0.000 request.py:1588(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 roles.py:166(ExpressionElementRole)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:731(SupportsIndex)
        1    0.000    0.000    0.000    0.000 base.py:2135(ColumnSet)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:171(HMAC)
        1    0.000    0.000    0.000    0.000 util.py:1311(_IncludeExcludeMapping)
        1    0.000    0.000    0.000    0.000 ddl.py:505(CreateTable)
        1    0.000    0.000    0.000    0.000 registry.py:50(EventTarget)
        1    0.000    0.000    0.000    0.000 base.py:736(Generative)
        1    0.000    0.000    0.000    0.000 elements.py:3509(TryCast)
        1    0.000    0.000    0.000    0.000 unix_events.py:969(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 request.py:2392(ftpwrapper)
        1    0.000    0.000    0.007    0.007 monkey.py:524(patch_os)
        1    0.000    0.000    0.000    0.000 typing.py:541(RODescriptorReference)
        1    0.000    0.000    0.000    0.000 _base.py:113(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 dml.py:330(UpdateDMLState)
        1    0.000    0.000    0.000    0.000 request.py:1474(FileHandler)
        1    0.000    0.000    0.000    0.000 decoder.py:637(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:643(usesTime)
        1    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
        1    0.000    0.000    0.000    0.000 request.py:908(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 client.py:1231(_validate_host)
        1    0.000    0.000    0.000    0.000 digraph.py:37(__set__)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 coercions.py:1164(StatementImpl)
        1    0.000    0.000    0.000    0.000 heaps.py:21(_Item)
        1    0.000    0.000    0.000    0.000 loop.py:336(<listcomp>)
        2    0.000    0.000    0.000    0.000 models.py:277(best)
        1    0.000    0.000    0.000    0.000 schema.py:3553(_CallableColumnDefaultProtocol)
        1    0.000    0.000    0.000    0.000 watcher.py:489(TimerMixin)
        1    0.000    0.000    0.000    0.000 cursor.py:980(NoCursorFetchStrategy)
        1    0.000    0.000    0.000    0.000 _base.py:76(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1348(_TypeVarLikeMeta)
        2    0.000    0.000    0.000    0.000 __init__.py:973(setFormatter)
        1    0.000    0.000    0.000    0.000 functions.py:1814(localtime)
        2    0.000    0.000    0.000    0.000 timeout.py:265(_start_new_or_dummy)
        1    0.000    0.000    0.000    0.000 argparse.py:1825(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method '__get__' of 'member_descriptor' objects}
        1    0.000    0.000    0.000    0.000 events.py:372(GeventDidPatchModuleEvent)
        1    0.000    0.000    0.000    0.000 functions.py:1821(localtimestamp)
        1    0.000    0.000    0.000    0.000 pool.py:520(Pool)
        1    0.000    0.000    0.000    0.000 __init__.py:479(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 response.py:76(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 _threading.py:50(__init__)
        1    0.000    0.000    0.000    0.000 auth.py:76(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 argparse.py:107(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 contextlib.py:530(__enter__)
        1    0.000    0.000    0.000    0.000 events.py:265(MemoryUsageUnderThreshold)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1580(hybridmethod)
        1    0.000    0.000    0.000    0.000 base.py:778(_MetaOptions)
        1    0.000    0.000    0.000    0.000 dataclasses.py:843(<listcomp>)
        1    0.000    0.000    0.000    0.000 agraph.py:20(PipeReader)
        1    0.000    0.000    0.000    0.000 functions.py:1828(session_user)
        1    0.000    0.000    0.000    0.000 shutil.py:59(Error)
        1    0.000    0.000    0.000    0.000 ddl.py:817(InvokeCreateDDLBase)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 lazy_imports.py:84(DelayedImportErrorModule)
        2    0.000    0.000    0.000    0.000 __init__.py:438(format)
        1    0.000    0.000    0.000    0.000 heaps.py:281(BinaryHeap)
        1    0.000    0.000    0.000    0.000 encoder.py:242(TomlArraySeparatorEncoder)
        1    0.000    0.000    0.000    0.000 queue.py:80(ItemWaiter)
        1    0.000    0.000    0.000    0.000 elements.py:5239(_memoized_property_but_not_nulltype)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:144(TimeRespectingDiGraphMatcher)
        1    0.000    0.000    0.000    0.000 declarations.py:721(Provides)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 loop.py:34(_DiscardedSet)
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _config.py:614(AresTries)
        1    0.000    0.000    0.000    0.000 request.py:1256(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 declarations.py:63(named)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1864(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 planarity.py:768(PlanarEmbedding)
        1    0.000    0.000    0.000    0.000 simple_paths.py:593(PathBuffer)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:219(_AnyMeta)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:762(_ensure_subclassable)
        1    0.000    0.000    0.000    0.000 _typing.py:90(_CoreAdapterProto)
        1    0.000    0.000    0.000    0.000 base_events.py:560(shutdown_default_executor)
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 _collections.py:350(WeakPopulateDict)
        1    0.000    0.000    0.000    0.000 interfaces.py:417(ReflectedConstraint)
        1    0.000    0.000    0.000    0.000 branchings.py:290(Edmonds)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'ImmutableDictBase' objects}
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 ssl_.py:200(resolve_ssl_version)
        1    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _typing.py:83(_HasClauseElement)
        4    0.000    0.000    0.000    0.000 backends.py:370(__doc__)
        1    0.000    0.000    0.000    0.000 request.py:834(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 subprocess.py:246(_cleanup)
        1    0.000    0.000    0.000    0.000 _collections.py:589(_CreateFuncType)
        1    0.000    0.000    0.000    0.000 abc.py:150(ResourceLoader)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 __init__.py:234(PasswordInfo)
        1    0.000    0.000    0.000    0.000 backends.py:226(<listcomp>)
        1    0.000    0.000    0.000    0.000 idna.py:216(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 base.py:50(PoolResetState)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 _semaphore.py:34(_LockReleaseLink)
        1    0.000    0.000    0.000    0.000 _util.py:14(_NONE)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        2    0.000    0.000    0.000    0.000 __init__.py:649(formatMessage)
        1    0.000    0.000    0.000    0.000 _tblib.py:38(_AttrDict)
        2    0.000    0.000    0.000    0.000 sqltypes.py:1504(<genexpr>)
        1    0.000    0.000    0.000    0.000 ddl.py:832(InvokeDropDDLBase)
        2    0.000    0.000    0.000    0.000 models.py:91(encoding)
        1    0.000    0.000    0.000    0.000 response.py:114(GzipDecoder)
        1    0.000    0.000    0.000    0.000 kcomponents.py:246(AntiAtlasView)
        1    0.000    0.000    0.000    0.000 visitors.py:640(_CloneCallableType)
        1    0.000    0.000    0.000    0.000 {built-in function _thread.get_native_id}
        6    0.000    0.000    0.000    0.000 platform.py:761(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 request.py:645(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 cookiejar.py:842(CookiePolicy)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 roles.py:242(StatementRole)
        2    0.000    0.000    0.000    0.000 sqltypes.py:1513(<listcomp>)
        1    0.000    0.000    0.000    0.000 schema.py:5080(UniqueConstraint)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 base.py:154(_CreatorWRecFnType)
        1    0.000    0.000    0.000    0.000 type_api.py:110(_TypeMemoDict)
        4    0.000    0.000    0.000    0.000 datetime.py:2203(_normalize_pair)
        1    0.000    0.000    0.000    0.000 decoder.py:520(_load_date)
        1    0.000    0.000    0.000    0.000 request.py:605(BaseHandler)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 loop.py:27(_EVENTSType)
        1    0.000    0.000    0.000    0.000 type_api.py:117(_ComparatorFactory)
        1    0.000    0.000    0.000    0.000 greenlet.py:103(SuccessSpawnedLink)
        1    0.000    0.000    0.000    0.000 _config.py:457(TraceMalloc)
        1    0.000    0.000    0.000    0.000 sqltypes.py:650(__init__)
        1    0.000    0.000    0.000    0.000 result.py:883(_WithKeys)
        1    0.000    0.000    0.000    0.000 _semaphore.py:148(_start_notify)
        1    0.000    0.000    0.000    0.000 exceptions.py:106(HostChangedError)
        1    0.000    0.000    0.000    0.000 _config.py:476(TrackGreenletTree)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 hub.py:897(linkproxy)
        1    0.000    0.000    0.000    0.000 type_api.py:95(_ResultProcessorType)
        1    0.000    0.000    0.000    0.000 _config.py:31(SettingType)
        1    0.000    0.000    0.000    0.000 __init__.py:728(Context)
        1    0.000    0.000    0.000    0.000 cache_key.py:44(_CacheKeyTraversalDispatchType)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 watcher.py:215(async_)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1824(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 coreviews.py:109(UnionAtlas)
        2    0.000    0.000    0.000    0.000 interface.py:470(<listcomp>)
        1    0.000    0.000    0.000    0.000 _util.py:160(Lazy)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1293(MemoizedSlots)
        1    0.000    0.000    0.000    0.000 inspect.py:1884(_signature_get_user_defined_method)
