[my_website] Crawled: 12 URLs in 0.76 seconds
[my_website] queue size: 0
         810738 function calls (790128 primitive calls) in 3.783 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 connectionpool.py:297(_put_conn)
       12    0.000    0.000    0.000    0.000 sessions.py:782(get_adapter)
       12    0.000    0.000    0.000    0.000 parse.py:196(_userinfo)
       67    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
        2    0.000    0.000    0.001    0.000 __init__.py:283(__init__)
        2    0.000    0.000    0.000    0.000 _compat.py:1(<module>)
      142    0.000    0.000    0.000    0.000 {method 'category' of 'unicodedata.UCD' objects}
       48    0.000    0.000    0.000    0.000 utils.py:1032(check_header_validity)
        1    0.000    0.000    0.014    0.014 hashlib.py:1(<module>)
       26    0.000    0.000    0.001    0.000 core.py:183(execute)
        8    0.000    0.000    0.000    0.000 threading.py:236(__init__)
       18    0.000    0.000    0.001    0.000 base_events.py:431(create_task)
        1    0.000    0.000    0.000    0.000 base.py:1132(_AdhocProxiedConnection)
        1    0.000    0.000    0.003    0.003 cache_key.py:1(<module>)
       99    0.000    0.000    0.000    0.000 {method '__setattr__' of '_BaseGenericAlias' objects}
        1    0.000    0.000    0.000    0.000 base.py:87(Connection)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.046    0.046 connectionpool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:513(Decimal)
      240    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       21    0.000    0.000    0.000    0.000 __init__.py:749(path)
      202    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       15    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
       20    0.000    0.000    0.001    0.000 typing.py:1188(copy_with)
        1    0.000    0.000    0.001    0.001 elements.py:1309(ColumnElement)
       13    0.000    0.000    0.000    0.000 _waiter.py:105(switch)
        1    0.000    0.000    0.001    0.001 core.py:52(Connection)
       19    0.000    0.000    0.000    0.000 typing.py:1284(__hash__)
        1    0.000    0.000    0.054    0.054 connection.py:609(connect)
       42    0.000    0.000    0.000    0.000 futures.py:282(__await__)
       12    0.000    0.000    0.002    0.000 poolmanager.py:277(connection_from_host)
       27    0.000    0.000    0.000    0.000 __init__.py:289(__openssl_hash_name_mapper)
       28    0.000    0.000    0.000    0.000 declarations.py:141(_add_interfaces_to_cls)
       40    0.000    0.000    0.000    0.000 preloaded.py:118(preload_module)
       84    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        8    0.000    0.000    0.000    0.000 attr.py:210(update_subclass)
        1    0.000    0.000    0.000    0.000 hub.py:1(<module>)
       12    0.000    0.000    0.002    0.000 agraph.py:303(add_node)
       30    0.000    0.000    0.000    0.000 monkey.py:290(patch_item)
        7    0.000    0.000    0.000    0.000 decoder.py:706(load_line)
        1    0.000    0.000    0.001    0.001 pickle.py:209(<listcomp>)
       38    0.000    0.000    0.002    0.000 interface.py:776(__compute_attrs)
        1    0.000    0.000    0.000    0.000 __init__.py:1909(__init__)
       43    0.000    0.000    0.000    0.000 {method '__init__' of 'immutabledict' objects}
        1    0.000    0.000    0.001    0.001 types.py:1(<module>)
      190    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       24    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
        6    0.000    0.000    0.000    0.000 gettext.py:215(_expand_lang)
        1    0.000    0.000    0.001    0.001 _py_collections.py:1(<module>)
        1    0.000    0.000    0.001    0.001 schema.py:4549(ForeignKeyConstraint)
       46    0.000    0.000    0.000    0.000 {built-in function round}
        1    0.000    0.000    0.015    0.015 uuid.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
      159    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
       39    0.000    0.000    0.000    0.000 futures.py:220(add_done_callback)
      303    0.000    0.000    0.000    0.000 {built-in function abs}
       36    0.000    0.000    0.001    0.000 message.py:588(get_content_maintype)
       37    0.000    0.000    0.000    0.000 _contextvars.py:54(copy)
      189    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
      190    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      190    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       24    0.000    0.000    0.000    0.000 response.py:376(retries)
        1    0.000    0.000    0.000    0.000 _socketcommon.py:739(_fixup_docstrings)
        1    0.000    0.000    0.000    0.000 base.py:159(Pool)
      187    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       49    0.000    0.000    0.000    0.000 {method 'from_handle' of '_cffi_backend.FFI' objects}
        1    0.000    0.000    0.000    0.000 lambdas.py:154(LambdaElement)
      123    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 _pydecimal.py:3888(__init__)
       24    0.000    0.000    0.000    0.000 _collections_abc.py:836(keys)
       36    0.000    0.000    0.000    0.000 functions.py:91(register_function)
       12    0.000    0.000    0.001    0.000 _socketcommon.py:301(__send_chunk)
       25    0.000    0.000    0.000    0.000 interface.py:386(unsubscribe)
       10    0.000    0.000    0.000    0.000 watcher.py:469(__init__)
        6    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.001    0.001 annotation.py:1(<module>)
      185    0.000    0.000    0.000    0.000 {built-in function divmod}
       25    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
       10    0.000    0.000    0.000    0.000 response.py:1008(_handle_chunk)
      102    0.000    0.000    0.000    0.000 typing_extensions.py:2080(_is_unpack)
        2    0.000    0.000    0.000    0.000 distance_measures.py:1(<module>)
       15    0.000    0.000    0.001    0.000 loop.py:296(python_prepare_callback)
      205    0.000    0.000    0.000    0.000 typing.py:2018(overload)
       13    0.000    0.000    0.000    0.000 langhelpers.py:1618(__new__)
       40    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       53    0.000    0.000    0.000    0.000 base_events.py:696(time)
       90    0.000    0.000    0.000    0.000 weakref.py:488(__contains__)
        1    0.000    0.000    0.001    0.001 registry.py:1(<module>)
        1    0.000    0.000    0.068    0.068 message.py:1(<module>)
       11    0.000    0.000    0.004    0.000 frozen importlib._bootstrap_external:1188(create_module)
        2    0.000    0.000    0.000    0.000 cuts.py:1(<module>)
       12    0.000    0.000    0.001    0.000 models.py:611(prepare_cookies)
       15    0.000    0.000    0.000    0.000 corecffi.py:383(now)
       27    0.000    0.000    0.001    0.000 pathlib.py:589(_from_parts)
      294    0.000    0.000    0.000    0.000 {method '__hash__' of '_ProtocolMeta' objects}
       60    0.000    0.000    0.000    0.000 _util.py:217(lazy)
        1    0.000    0.000    0.000    0.000 dag.py:1(<module>)
        1    0.000    0.000    0.025    0.025 pathlib.py:1(<module>)
       39    0.000    0.000    0.000    0.000 tasks.py:909(_enter_task)
       79    0.000    0.000    0.000    0.000 compat.py:211(<lambda>)
       84    0.000    0.000    0.000    0.000 __init__.py:781(__init__)
        1    0.000    0.000    0.000    0.000 defs.py:1(<module>)
       12    0.000    0.000    0.002    0.000 client.py:1029(_send_output)
        1    0.000    0.000    0.000    0.000 trees.py:1(<module>)
       14    0.000    0.000    0.320    0.023 _hub_primitives.py:317(wait_on_socket)
        1    0.000    0.000    0.000    0.000 base_events.py:389(BaseEventLoop)
       10    0.000    0.000    0.000    0.000 response.py:207(_get_decoder)
       34    0.000    0.000    0.000    0.000 declarations.py:346(_implements_name)
       21    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:98(AbstractResolver)
        1    0.000    0.000    0.003    0.003 attr.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _socketcommon.py:552(getsockopt)
       12    0.000    0.000    0.001    0.000 models.py:589(prepare_auth)
       12    0.000    0.000    0.000    0.000 models.py:207(register_hook)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.006    0.006 lzma.py:1(<module>)
      190    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       88    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1943(basicConfig)
       22    0.000    0.000    0.001    0.000 __init__.py:307(new_hash)
        1    0.000    0.000    0.000    0.000 declarations.py:1(<module>)
       15    0.000    0.000    0.000    0.000 corecffi.py:386(update_now)
       12    0.000    0.000    0.000    0.000 models.py:795(iter_content)
       74    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.002    0.002 selectable.py:3319(SelectBase)
      138    0.000    0.000    0.000    0.000 {method '__eq__' of '_ProtocolMeta' objects}
        3    0.000    0.000    0.001    0.000 matching.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
       12    0.000    0.000    0.000    0.000 client.py:383(_check_close)
       16    0.000    0.000    0.000    0.000 dataclasses.py:286(__init__)
        1    0.000    0.000    0.001    0.001 schema.py:314(Table)
        1    0.000    0.000    0.000    0.000 {built-in function time.localtime}
       73    0.000    0.000    0.000    0.000 typing_extensions.py:796(_get_typeddict_qualifiers)
       14    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
       20    0.000    0.000    0.000    0.000 functools.py:640(cache_clear)
       10    0.000    0.000    0.000    0.000 _config.py:140(_default)
       22    0.000    0.000    0.000    0.000 __init__.py:112(update)
        1    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       57    0.000    0.000    0.000    0.000 md.py:130(ratio)
        1    0.000    0.000    0.000    0.000 degree_seq.py:1(<module>)
    32/24    0.000    0.000    0.002    0.000 declarations.py:473(<listcomp>)
        1    0.000    0.000    0.000    0.000 community.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:1(<module>)
       72    0.000    0.000    0.000    0.000 client.py:1008(_output)
        4    0.000    0.000    0.000    0.000 util.py:221(_line)
       25    0.000    0.000    0.000    0.000 __init__.py:279(_ssl_select)
       52    0.000    0.000    0.000    0.000 utils.py:124(is_case_variable)
       12    0.000    0.000    0.002    0.000 request.py:2524(proxy_bypass_environment)
        1    0.000    0.000    0.010    0.010 unix_events.py:1(<module>)
        1    0.000    0.000    0.003    0.003 row.py:1(<module>)
       24    0.000    0.000    0.000    0.000 timeout.py:192(clone)
        1    0.000    0.000    0.002    0.002 agraph.py:565(remove_edges_from)
       36    0.000    0.000    0.000    0.000 sessions.py:84(<listcomp>)
       12    0.000    0.000    0.000    0.000 utils.py:263(extract_zipped_paths)
        1    0.000    0.000    0.005    0.005 platform.py:1(<module>)
       12    0.000    0.000    0.017    0.001 utils.py:824(get_environ_proxies)
        6    0.000    0.000    0.000    0.000 context.py:47(contextmanager)
        2    0.000    0.000    0.000    0.000 kcomponents.py:1(<module>)
       15    0.000    0.000    0.001    0.000 corecffi.py:77(python_prepare_callback)
       57    0.000    0.000    0.000    0.000 md.py:346(ratio)
        1    0.000    0.000    0.000    0.000 base.py:1416(ColumnCollection)
        1    0.000    0.000    0.002    0.002 subprocess.py:758(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:1403(_clear_cache)
       12    0.000    0.000    0.000    0.000 client.py:429(flush)
        6    0.000    0.000    0.000    0.000 datetime.py:1588(__new__)
       27    0.000    0.000    0.001    0.000 pathlib.py:957(__new__)
        1    0.000    0.000    0.004    0.004 loop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:75(Task)
       11    0.000    0.000    0.000    0.000 connection.py:260(is_connected)
       12    0.000    0.000    0.000    0.000 utils.py:659(requote_uri)
        4    0.000    0.000    0.001    0.000 response.py:799(_raw_read)
       21    0.000    0.000    0.000    0.000 __init__.py:577(_discover_resolvers)
       28    0.000    0.000    0.000    0.000 langhelpers.py:1244(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:22(<genexpr>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 type_api.py:122(TypeEngine)
       24    0.000    0.000    0.000    0.000 connectionpool.py:349(_get_timeout)
        1    0.000    0.000    0.001    0.001 roles.py:1(<module>)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1739(clear_expired_cookies)
       18    0.000    0.000    0.000    0.000 {method 'cast' of '_cffi_backend.FFI' objects}
       17    0.000    0.000    0.007    0.000 declarations.py:663(__call__)
        1    0.000    0.000    0.010    0.010 interface.py:1101(_wire)
        1    0.000    0.000    0.000    0.000 elements.py:3654(UnaryExpression)
        1    0.000    0.000    0.002    0.002 traversals.py:1(<module>)
       12    0.000    0.000    0.001    0.000 __init__.py:584(write)
        1    0.000    0.000    0.010    0.010 ntpath.py:1(<module>)
        1    0.000    0.000    0.032    0.032 ssl.py:214(__init__)
       12    0.000    0.000    0.001    0.000 ssl.py:497(send)
        1    0.000    0.000    0.002    0.002 _socket3.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1973(txt2obj)
        1    0.000    0.000    0.012    0.012 adapters.py:1(<module>)
       42    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
       30    0.000    0.000    0.000    0.000 watcher.py:142(_mro_get)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
       38    0.000    0.000    0.000    0.000 interface.py:265(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
       37    0.000    0.000    0.000    0.000 reportviews.py:788(<genexpr>)
        2    0.000    0.000    0.000    0.000 argparse.py:1627(__init__)
        6    0.000    0.000    0.000    0.000 {method 'externpy_deco' of 'FFI' objects}
        1    0.000    0.000    0.000    0.000 convert_matrix.py:1(<module>)
       25    0.000    0.000    0.000    0.000 cookies.py:534(<listcomp>)
        4    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
      104    0.000    0.000    0.000    0.000 interface.py:1007(_set_optional)
       20    0.000    0.000    0.000    0.000 client.py:624(_safe_read)
        1    0.000    0.000    0.000    0.000 subprocess.py:1242(_close_pipe_fds)
        7    0.000    0.000    0.000    0.000 {method 'callback' of '_cffi_backend.FFI' objects}
        3    0.000    0.000    0.000    0.000 base.py:821(__init_subclass__)
        1    0.000    0.000    0.008    0.008 _concurrency_py3k.py:1(<module>)
       12    0.000    0.000    0.000    0.000 parse.py:925(urlencode)
       25    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
       19    0.000    0.000    0.000    0.000 declarations.py:1054(getObjectSpecification)
       12    0.000    0.000    0.070    0.006 __init__.py:108(import_module)
        7    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
       24    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
       12    0.000    0.000    0.005    0.000 feedparser.py:174(feed)
        4    0.000    0.000    0.000    0.000 dataclasses.py:227(_recursive_repr)
       57    0.000    0.000    0.000    0.000 md.py:237(ratio)
        3    0.000    0.000    0.000    0.000 base.py:222(_create_singleton)
       21    0.000    0.000    0.008    0.000 __init__.py:354(select)
       82    0.000    0.000    0.000    0.000 base_events.py:513(_check_closed)
        2    0.000    0.000    0.000    0.000 triads.py:1(<module>)
       72    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
      136    0.000    0.000    0.000    0.000 __init__.py:178(<lambda>)
      101    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      108    0.000    0.000    0.000    0.000 ssl.py:362(_checkClosed)
       17    0.000    0.000    0.000    0.000 watcher.py:199(new_handle)
       78    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       52    0.000    0.000    0.000    0.000 utils.py:65(is_latin)
        1    0.000    0.000    0.000    0.000 generators.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tournament.py:1(<module>)
      448    0.000    0.000    0.000    0.000 {built-in function chr}
       92    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 cluster.py:1(<module>)
        2    0.000    0.000    0.001    0.000 log.py:1(<module>)
      128    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       28    0.000    0.000    0.000    0.000 ipaddress.py:1586(_make_netmask)
       36    0.000    0.000    0.000    0.000 graphviz.py:135(agnxtout)
       12    0.000    0.000    0.000    0.000 utils.py:635(unquote_unreserved)
        2    0.000    0.000    1.378    0.689 scraper.py:1(<module>)
      220    0.000    0.000    0.000    0.000 {built-in function _sre.unicode_iscased}
        1    0.000    0.000    0.001    0.001 graphviz.py:1(<module>)
        1    0.000    0.000    0.018    0.018 traveling_salesman.py:1(<module>)
       37    0.000    0.000    0.002    0.000 agraph.py:781(edges_iter)
        1    0.000    0.000    0.001    0.001 ssl_.py:216(create_urllib3_context)
        2    0.000    0.000    0.000    0.000 graphviz.py:65(agraphnew)
       17    0.000    0.000    0.000    0.000 events.py:290(__init__)
       12    0.000    0.000    0.000    0.000 models.py:631(prepare_hooks)
       14    0.000    0.000    0.001    0.000 response.py:431(_decode)
       13    0.000    0.000    0.000    0.000 watcher.py:227(_watcher_full_init)
       20    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 product.py:1(<module>)
        1    0.000    0.000    0.007    0.007 resources.py:1(<module>)
       27    0.000    0.000    0.000    0.000 dataclasses.py:817(_set_qualname)
       13    0.000    0.000    0.000    0.000 watcher.py:73(__init__)
      111    0.000    0.000    0.000    0.000 {method '__new__' of 'EnumMeta' objects}
       25    0.000    0.000    0.000    0.000 hooks.py:16(<dictcomp>)
       48    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
       14    0.000    0.000    0.000    0.000 parse.py:96(clear_cache)
      214    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
       22    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.001    0.000 clique.py:1(<module>)
      2/1    0.000    0.000    1.336    1.336 main.py:9(main)
        2    0.000    0.000    0.000    0.000 edgelist.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _util.py:109(import_c_accel)
        6    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        5    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        2    0.000    0.000    0.276    0.138 legacy.py:8(detect)
        1    0.000    0.000    0.000    0.000 pickle.py:1150(_Unpickler)
        3    0.000    0.000    0.000    0.000 corecffi.py:416(closing_fd)
       13    0.000    0.000    0.000    0.000 watcher.py:255(_watcher_new)
        1    0.000    0.000    0.000    0.000 link_prediction.py:1(<module>)
       48    0.000    0.000    0.000    0.000 scraper.py:107(<genexpr>)
        1    0.000    0.000    0.000    0.000 selectable.py:1143(Join)
        4    0.000    0.000    0.001    0.000 dataclasses.py:527(_init_fn)
        1    0.000    0.000    0.000    0.000 exc.py:1(<module>)
       49    0.000    0.000    0.000    0.000 {method '__init__' of '_EnumDict' objects}
       42    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
       20    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
        1    0.000    0.000    0.001    0.001 inspection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1778(_set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 corecffi.py:261(_init_loop)
       37    0.000    0.000    0.000    0.000 _contextvars.py:105(copy_context)
       54    0.000    0.000    0.000    0.000 compat.py:210(<lambda>)
       49    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 decorators.py:360(argmap)
       12    0.000    0.000    0.000    0.000 parse.py:832(quote)
       13    0.000    0.000    0.000    0.000 watcher.py:218(__init__)
       77    0.000    0.000    0.000    0.000 interface.py:730(<genexpr>)
      8/7    0.000    0.000    0.000    0.000 decoder.py:810(load_value)
       15    0.000    0.000    0.000    0.000 corecffi.py:297(_stop_callback_timer)
        7    0.000    0.000    0.095    0.014 monkey.py:440(_patch_module)
       27    0.000    0.000    0.000    0.000 decorators.py:107(open_file)
        3    0.000    0.000    0.000    0.000 retry.py:198(__init__)
        1    0.000    0.000    0.003    0.003 md.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
        5    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       60    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        1    0.000    0.000    0.038    0.038 connection.py:708(_ssl_wrap_socket_and_match_hostname)
        1    0.000    0.000    0.002    0.002 poolmanager.py:1(<module>)
       16    0.000    0.000    0.000    0.000 base_events.py:427(create_future)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       10    0.000    0.000    0.000    0.000 response.py:91(is_response_to_head)
        6    0.000    0.000    0.000    0.000 _pydecimal.py:522(__new__)
        1    0.000    0.000    0.002    0.002 agraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:460(DialectKWArgs)
       12    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 _py_processors.py:1(<module>)
       15    0.000    0.000    0.000    0.000 watcher.py:92(_watcher_ffi_ref)
       21    0.000    0.000    0.000    0.000 __init__.py:972(distributions)
        1    0.000    0.000    0.000    0.000 frozen _structseq:45(__new__)
       12    0.000    0.000    0.001    0.000 enum.py:943(_missing_)
       12    0.000    0.000    0.002    0.000 _socketcommon.py:698(sendall)
      107    0.000    0.000    0.000    0.000 constant.py:397(<lambda>)
       53    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
      152    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
      257    0.000    0.000    0.000    0.000 hmac.py:23(<genexpr>)
       24    0.000    0.000    0.000    0.000 cookies.py:358(update)
       12    0.000    0.000    0.000    0.000 models.py:394(prepare_method)
        1    0.000    0.000    0.000    0.000 base_events.py:391(__init__)
        1    0.000    0.000    0.000    0.000 coding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loop.py:374(AbstractLoop)
        2    0.000    0.000    0.000    0.000 {method 'connect_ex' of '_socket.socket' objects}
       24    0.000    0.000    0.000    0.000 enum.py:457(__members__)
       53    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        2    0.000    0.000    0.001    0.000 response.py:841(read)
        2    0.000    0.000    0.000    0.000 __init__.py:18(_blake)
        1    0.000    0.000    0.000    0.000 selectable.py:4263(CompoundSelect)
        7    0.000    0.000    0.070    0.010 _config.py:236(_import_one)
       12    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
       10    0.000    0.000    0.000    0.000 decorators.py:199(nodes_or_number)
       14    0.000    0.000    0.000    0.000 _socketcommon.py:537(fileno)
        1    0.000    0.000    0.660    0.660 grequests.py:1(<module>)
       45    0.000    0.000    0.000    0.000 futures.py:297(_get_loop)
       13    0.000    0.000    0.000    0.000 context.py:50(wrapper)
       17    0.000    0.000    0.000    0.000 watcher.py:97(_watcher_ffi_unref)
       12    0.000    0.000    0.000    0.000 feedparser.py:211(_pop_message)
       12    0.000    0.000    0.000    0.000 timeout.py:206(start_connect)
        1    0.000    0.000    0.000    0.000 graphical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:3251(__str__)
        9    0.000    0.000    0.000    0.000 _sqlite3.py:304(_check_thread_wrap)
       95    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
       10    0.000    0.000    0.000    0.000 response.py:461(_flush_decoder)
       25    0.000    0.000    0.000    0.000 weakref.py:437(__delitem__)
        1    0.000    0.000    0.001    0.001 edge_augmentation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectable.py:566(FromClause)
        1    0.000    0.000    0.000    0.000 similarity.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _common.py:1(<module>)
        1    0.000    0.000    0.013    0.013 sessions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 directed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:562(set_alpn_protocols)
       69    0.000    0.000    0.001    0.000 status_codes.py:122(<genexpr>)
       10    0.000    0.000    0.000    0.000 _sqlite3.py:285(_check_closed_wrap)
        9    0.000    0.000    0.000    0.000 watcher.py:310(close)
        1    0.000    0.000    0.001    0.001 base.py:1013(Executable)
       21    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        2    0.000    0.000    0.000    0.000 langhelpers.py:1659(__init__)
       27    0.000    0.000    0.000    0.000 _pydecimal.py:3949(__setattr__)
       57    0.000    0.000    0.000    0.000 md.py:192(ratio)
      5/4    0.000    0.000    0.003    0.001 functools.py:973(__get__)
       29    0.000    0.000    0.000    0.000 client.py:440(isclosed)
        1    0.000    0.000    0.038    0.038 decimal.py:1(<module>)
       11    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {built-in function math.modf}
        2    0.000    0.000    0.002    0.001 legacy.py:1(<module>)
       26    0.000    0.000    0.000    0.000 dataclasses.py:824(_set_new_attribute)
       24    0.000    0.000    0.005    0.000 __init__.py:810(lookup)
        1    0.000    0.000    0.002    0.002 selectable.py:3740(GenerativeSelect)
        2    0.000    0.000    0.000    0.000 threading.py:827(__init__)
       46    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
       19    0.000    0.000    0.000    0.000 declarations.py:873(__get__)
        1    0.000    0.000    0.000    0.000 _greenlet_primitives.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _config.py:160(make_settings)
       68    0.000    0.000    0.000    0.000 {built-in function __pypy__.get_contextvar_context}
       12    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        1    0.000    0.000    0.001    0.001 retry.py:1(<module>)
        1    0.000    0.000    0.001    0.001 abc.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1958(_asn1obj2py)
        3    0.000    0.000    0.000    0.000 attr.py:178(_do_insert_or_append)
       98    0.000    0.000    0.000    0.000 base_events.py:1927(get_debug)
        1    0.000    0.000    0.001    0.001 monkey.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lattice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _socketcommon.py:226(<listcomp>)
        1    0.000    0.000    0.000    0.000 elements.py:3891(BinaryExpression)
       10    0.000    0.000    0.000    0.000 loop.py:698(io)
        1    0.000    0.000    0.001    0.001 cursor.py:20(Cursor)
       12    0.000    0.000    0.002    0.000 client.py:1267(endheaders)
        2    0.000    0.000    0.001    0.000 argparse.py:161(__init__)
        1    0.000    0.000    0.000    0.000 elements.py:323(ClauseElement)
        1    0.000    0.000    0.000    0.000 cycles.py:1(<module>)
       36    0.000    0.000    0.000    0.000 functools.py:491(lru_cache)
        1    0.000    0.000    0.002    0.002 agraph.py:593(edges)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
        1    0.000    0.000    0.001    0.001 impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _hub_primitives.py:1(<module>)
        1    0.000    0.000    0.001    0.001 header.py:1(<module>)
       57    0.000    0.000    0.000    0.000 md.py:453(ratio)
        1    0.000    0.000    0.000    0.000 deprecations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 agraph.py:47(AGraph)
       37    0.000    0.000    0.000    0.000 coroutines.py:177(iscoroutine)
       10    0.000    0.000    0.000    0.000 decoder.py:684(_get_split_on_quotes)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        1    0.000    0.000    0.000    0.000 url.py:46(URL)
        1    0.000    0.000    0.000    0.000 graphml.py:1(<module>)
